"RETAILER","VOLUME","DISP","PRICE"
"BALTI/WASH - SUPER FRESH",1388,0,3.876081
"MILWAUKEE - KOHLS FOOD STORE",1803,0,3.134775
"NEW ORLEANS - WINN DIXIE",4231,0,2.791539
"BUFFALO/ROCHESTER - TOPS MARKETS",2550,0.07,3.193725
"BUFFALO/ROCHESTER - WEGMANS",2671,0.025,3.393486
"CHARLOTTE - BI LO",1818,0.301,2.386689
"CHARLOTTE - HARRIS TEETER",2433,0.033689243,2.19852
"CHARLOTTE - WINN DIXIE",2164,0.247346072,2.976433
"CHARLOTTE - FOOD LION",3755,0.038834975,2.65992
"HARTFORD - STOP & SHOP",1628,0,3.34828
"JACKSONVILLE,FL - PUBLIX",1929,0,2.775013
"JACKSONVILLE,FL - WINN DIXIE",3668,0,2.438931
"JACKSONVILLE,FL - FOOD LION",1346,0.128263037,2.448737
"LOUISVILLE - KROGER CO",2409,0.1115,2.703196
"LOUISVILLE - WINN DIXIE",1902,0,2.599895
"RICHMOND/NORFOLK - FOOD LION",4246,0.030749728,2.806406
"RICHMOND/NORFOLK - NEW FARM FRESH",2801,0.074301018,2.813638
"COLUMBUS,OH - BIG BEAR",900,0,3.586667
"COLUMBUS,OH - KROGER CO",5550,0.004581614,2.395676
"LITTLE ROCK - HARVEST FOODS",2372,0.038005348,2.655987
"WICHITA - DILLON COMPANIES",1867,0.237,3.076593
"SOUTH CAROLINA - BI LO",8946,0.335,2.386653
"SOUTH CAROLINA - FOOD LION",4461,0.02754699,2.933423
"SOUTH CAROLINA - WINN DIXIE",3403,0,2.386718
"ORLANDO,FL - PUBLIX",5466,0,2.75869
"ORLANDO,FL - WINN DIXIE",4652,0.073233516,2.401763
"ORLANDO,FL - FOOD LION",829,0.016098558,2.358263
"SYRACUSE - P & C FOOD MARKE",995,0.1655,3.087437
"SYRACUSE - PRICE CHOPPER",3837,0.5745,2.216054
"SYRACUSE - WEGMANS",666,0.110740285,3.481982
"NEW ENGLAND (NORTH) - SHOP N SAVE",8851,0.228,2.106542
"SAN ANT/CORPUS CHR - H E BUTT",16200,0.374,3.25858
"BIRMINGHAM/MONTGOM - BRUNOS",10475,0.069798561,2.60401
"BIRMINGHAM/MONTGOM - KROGER",2190,0,2.027397
"BIRMINGHAM/MONTGOM - WINN DIXIE",5120,0.012238458,2.296094
"HARRISBURG/SCRANTN - GIANT FOOD STO",1479,0.189,2.720081
"NEW YORK (NEW) - A & P",3675,0.056284519,4.394286
"NEW YORK (NEW) - PATHMARK",3070,0.095433033,4.385993
"NEW YORK (NEW) - WALDBAUMS",1471,0,4.472468
"ROANOKE (NEW) - FOOD LION",2257,0.063270734,3.033673
"ROANOKE (NEW) - KROGER CO",5317,0.017382254,2.68911
"LOS ANGELES - LUCKY",9881,0.1165,3.257363
"LOS ANGELES - RALPHS",8151,0.577,3.05349
"LOS ANGELES - VONS",6165,0,3.69116
"CHICAGO - DOMINICK",6567,0.203,2.961931
"CHICAGO - JEWEL",25405,0.205586592,2.653375
"CHICAGO - OMNI",6114,0.638,2.596336
"HOUSTON - KROGER CO",7621,0.037,2.697284
"HOUSTON - RANDALLS",5677,0.109666667,3.309142
"PITTSBURGH - GIANT EAGLE",2701,0.0635,3.326916
"DETROIT - FARMER JACKS",6832,0.009497717,2.477459
"DETROIT - KROGER CO",3980,0,2.886683
"CLEVELAND - STOP N SHOP",2950,0,2.848475
"ST. LOUIS - NATIONAL SUPER",12023,0.452,2.386592
"ST. LOUIS - SCHNUCK MARKETS",11359,0.123946401,2.386742
"DALLAS/FT. WORTH - ALBERTSONS",3967,0.086,2.920091
"DALLAS/FT. WORTH - KROGER CO",5219,0.013357988,2.446637
"DALLAS/FT. WORTH - TOM THUMB",3249,0,3.334564
"DALLAS/FT. WORTH - WINN DIXIE",2065,0.443,2.372881
"BOSTON - SHAWS",2389,0,2.439096
"BOSTON - STAR MARKET",729,0,3.144033
"BOSTON - STOP & SHOP",2642,0,2.514383
"SAN FRANCISCO - LUCKY",8319,0.215344828,3.696959
"TAMPA/ST. PETE - KASH N KARRY",5485,0.083536258,2.520328
"TAMPA/ST. PETE - PUBLIX",7665,0.0895,2.50411
"TAMPA/ST. PETE - WINN DIXIE",4256,0.034175334,2.831767
"DENVER - KING SOOPERS INC",8432,0.168,2.705408
"PHILADELPHIA - ACME MARKET",6078,0.065173116,3.652188
"ATLANTA - KROGER CO",5159,0,2.492731
"ATLANTA - WINN DIXIE",3255,0,2.69616
"CINCINNATI - KROGER CO",6796,0.167,2.386698
"INDIANAPOLIS - KROGER CO",3872,0.238,2.653151
"OKLAHOMA CITY - HOMELAND",4677,0.468347333,2.43746
"SACRAMENTO - RALEYS",1586,0.3015,3.851828
"SAN DIEGO - LUCKY",3175,0,3.336693
"SAN DIEGO - RALPHS",2198,0.33,3.052775
"SALT LAKE CITY - SMITHS FOOD",13353,0.603,3.121845
"PHOENIX - SAFEWAY",1592,0.307,3.053392
"PHOENIX - FRY'S FOOD STORE",1002,0,3.587824
"PHOENIX - SMITHS FOOD",1754,0.807,3.31984
"MIAMI - PUBLIX",11134,0.045,2.640291
"MIAMI - WINN DIXIE",8235,0,2.500789
"NASHVILLE - KROGER CO",3064,0,2.941253
"RALEIGH/GREENSBORO - WINN DIXIE",1548,0.023995687,2.828165
"RALEIGH/GREENSBORO - FOOD LION",3784,0.095188386,2.82241
"ALBANY,NY - PRICE CHOPPER",4032,0.3425,2.220486
"BALTI/WASH - GIANT FOOD INC",10108,0,3.053225
"BALTI/WASH - SAFEWAY",4397,0.077,3.720719
"BALTI/WASH - SUPER FRESH",1183,0,3.879121
"MILWAUKEE - KOHLS FOOD STORE",1605,0,3.139564
"NEW ORLEANS - WINN DIXIE",3770,0,2.80504
"BUFFALO/ROCHESTER - TOPS MARKETS",2524,0.028333333,3.199683
"BUFFALO/ROCHESTER - WEGMANS",15528,0.416333333,2.675489
"CHARLOTTE - BI LO",1699,0.301,2.386109
"CHARLOTTE - HARRIS TEETER",1661,0.046521375,2.472607
"CHARLOTTE - WINN DIXIE",2288,0.3185,2.598776
"CHARLOTTE - FOOD LION",3396,0.024230874,2.741755
"HARTFORD - STOP & SHOP",1780,0,3.410112
"JACKSONVILLE,FL - PUBLIX",2843,0,2.386212
"JACKSONVILLE,FL - WINN DIXIE",4956,0,2.268563
"JACKSONVILLE,FL - FOOD LION",1017,0.190764629,2.417896
"LOUISVILLE - KROGER CO",3185,0.1115,2.437991
"LOUISVILLE - WINN DIXIE",1699,0,2.599176
"RICHMOND/NORFOLK - FOOD LION",4784,0.030013491,2.697533
"RICHMOND/NORFOLK - NEW FARM FRESH",2513,0.070568237,2.859133
"COLUMBUS,OH - BIG BEAR",2992,0.0585,2.442513
"COLUMBUS,OH - KROGER CO",4997,0,2.403442
"LITTLE ROCK - HARVEST FOODS",1984,0.027917511,2.679435
"WICHITA - DILLON COMPANIES",1148,0.144,3.695122
"SOUTH CAROLINA - BI LO",8978,0.381,2.386723
"SOUTH CAROLINA - FOOD LION",4032,0.078584614,2.597718
"SOUTH CAROLINA - WINN DIXIE",3605,0,2.386963
"ORLANDO,FL - PUBLIX",7835,0.0395,2.434333
"ORLANDO,FL - WINN DIXIE",4308,0.053400706,2.40065
"ORLANDO,FL - FOOD LION",842,0.026856992,2.382423
"SYRACUSE - P & C FOOD MARKE",846,0.33,3.174941
"SYRACUSE - PRICE CHOPPER",4242,0.846,2.222537
"SYRACUSE - WEGMANS",4688,0.503913561,2.667662
"NEW ENGLAND (NORTH) - SHOP N SAVE",8414,0.258,2.106727
"SAN ANT/CORPUS CHR - H E BUTT",14715,0.265,3.143867
"BIRMINGHAM/MONTGOM - BRUNOS",9870,0.069237624,2.547822
"BIRMINGHAM/MONTGOM - KROGER",1722,0,2.65331
"BIRMINGHAM/MONTGOM - WINN DIXIE",5016,0.011930365,2.288876
"HARRISBURG/SCRANTN - GIANT FOOD STO",1444,0.259,2.652355
"NEW YORK (NEW) - A & P",4181,0,4.392968
"NEW YORK (NEW) - PATHMARK",4849,0.071,3.986801
"NEW YORK (NEW) - WALDBAUMS",1956,0,4.504601
"ROANOKE (NEW) - FOOD LION",2457,0.073199789,2.842898
"ROANOKE (NEW) - KROGER CO",4876,0.01829099,2.622847
"LOS ANGELES - LUCKY",20606,0.117,2.46569
"LOS ANGELES - RALPHS",14745,0.514,2.519905
"LOS ANGELES - VONS",8490,0,2.793993
"CHICAGO - DOMINICK",6656,0.268,3.211689
"CHICAGO - JEWEL",25984,0.018082192,3.014124
"CHICAGO - OMNI",10942,0.638,2.184153
"HOUSTON - KROGER CO",8103,0.039789986,2.695545
"HOUSTON - RANDALLS",4629,0.115,3.300281
"PITTSBURGH - GIANT EAGLE",2518,0,3.327641
"DETROIT - FARMER JACKS",6851,0.043552363,2.451905
"DETROIT - KROGER CO",4098,0,2.760615
"CLEVELAND - STOP N SHOP",3161,0.026883671,2.70484
"ST. LOUIS - NATIONAL SUPER",3751,0,3.097041
"ST. LOUIS - SCHNUCK MARKETS",10533,0.088772394,2.262413
"DALLAS/FT. WORTH - ALBERTSONS",3887,0,2.920247
"DALLAS/FT. WORTH - KROGER CO",5523,0.062360007,2.828897
"DALLAS/FT. WORTH - TOM THUMB",3460,0.083,2.666185
"DALLAS/FT. WORTH - WINN DIXIE",1291,0.295728916,2.372579
"BOSTON - SHAWS",2463,0,2.457166
"BOSTON - STAR MARKET",628,0,3.136943
"BOSTON - STOP & SHOP",2193,0,2.559052
"SAN FRANCISCO - LUCKY",11390,0.303,2.818701
"TAMPA/ST. PETE - KASH N KARRY",5473,0.060570082,2.561118
"TAMPA/ST. PETE - PUBLIX",4541,0.038,2.739264
"TAMPA/ST. PETE - WINN DIXIE",4056,0.020458056,2.828402
"DENVER - KING SOOPERS INC",3898,0.0775,3.327347
"PHILADELPHIA - ACME MARKET",2891,0.0195,3.579038
"ATLANTA - KROGER CO",5627,0,2.434512
"ATLANTA - WINN DIXIE",2695,0,2.707978
"CINCINNATI - KROGER CO",6972,0.165,2.79848
"INDIANAPOLIS - KROGER CO",3124,0,2.801216
"OKLAHOMA CITY - HOMELAND",4718,0.236150171,2.402713
"SACRAMENTO - RALEYS",1539,0,3.852502
"SAN DIEGO - LUCKY",8317,0.3265,2.435854
"SAN DIEGO - RALPHS",5032,0.332,2.519873
"SALT LAKE CITY - SMITHS FOOD",9866,0.775,3.053213
"PHOENIX - SAFEWAY",5985,0.634,3.083709
"PHOENIX - FRY'S FOOD STORE",1248,0,3.58734
"PHOENIX - SMITHS FOOD",1434,0.502,3.320781
"MIAMI - PUBLIX",10162,0.053,2.631372
"MIAMI - WINN DIXIE",8253,0,2.520296
"NASHVILLE - KROGER CO",3160,0,2.722152
"RALEIGH/GREENSBORO - WINN DIXIE",1661,0.029644068,2.576159
"RALEIGH/GREENSBORO - FOOD LION",3678,0.015997406,2.700109
"ALBANY,NY - PRICE CHOPPER",3190,0.3385,2.222257
"BALTI/WASH - GIANT FOOD INC",4634,0.125,3.763919
"BALTI/WASH - SAFEWAY",4607,0.126915739,4.046451
"BALTI/WASH - SUPER FRESH",1128,0,3.754433
"MILWAUKEE - KOHLS FOOD STORE",1768,0,3.150452
"NEW ORLEANS - WINN DIXIE",3354,0,2.804114
"BUFFALO/ROCHESTER - TOPS MARKETS",1951,0,3.232189
"BUFFALO/ROCHESTER - WEGMANS",7498,0.054543041,2.696586
"CHARLOTTE - BI LO",1589,0.301,2.386407
"CHARLOTTE - HARRIS TEETER",2037,0.03006462,2.119784
"CHARLOTTE - WINN DIXIE",2617,0.3185,2.333206
"CHARLOTTE - FOOD LION",3207,0.012151171,2.74961
"HARTFORD - STOP & SHOP",1750,0,3.398857
"JACKSONVILLE,FL - PUBLIX",1649,0,2.722862
"JACKSONVILLE,FL - WINN DIXIE",3705,0.010673959,2.319568
"JACKSONVILLE,FL - FOOD LION",881,0.059922204,2.401816
"LOUISVILLE - KROGER CO",3109,0.030510986,2.423287
"LOUISVILLE - WINN DIXIE",2336,0,2.600599
"RICHMOND/NORFOLK - FOOD LION",4028,0.029007468,2.734359
"RICHMOND/NORFOLK - NEW FARM FRESH",2818,0.105182378,2.808375
"COLUMBUS,OH - BIG BEAR",2884,0.046807965,2.681692
"COLUMBUS,OH - KROGER CO",4254,0.035488273,2.386695
"LITTLE ROCK - HARVEST FOODS",1957,0,2.681656
"WICHITA - DILLON COMPANIES",1029,0,3.694849
"SOUTH CAROLINA - BI LO",7666,0.381,2.386642
"SOUTH CAROLINA - FOOD LION",4618,0.024517677,2.538112
"SOUTH CAROLINA - WINN DIXIE",3269,0,2.386663
"ORLANDO,FL - PUBLIX",5045,0.0395,2.714965
"ORLANDO,FL - WINN DIXIE",4656,0,2.403136
"ORLANDO,FL - FOOD LION",779,0.09770535,2.409499
"SYRACUSE - P & C FOOD MARKE",2011,0.33,3.103928
"SYRACUSE - PRICE CHOPPER",2852,0.5745,2.221248
"SYRACUSE - WEGMANS",2711,0.477963521,2.672446
"NEW ENGLAND (NORTH) - SHOP N SAVE",7769,0.154,2.106706
"SAN ANT/CORPUS CHR - H E BUTT",13687,0.408,3.246219
"BIRMINGHAM/MONTGOM - BRUNOS",9083,0.072507569,2.588902
"BIRMINGHAM/MONTGOM - KROGER",1449,0,2.798482
"BIRMINGHAM/MONTGOM - WINN DIXIE",5425,0.056799785,2.286267
"HARRISBURG/SCRANTN - GIANT FOOD STO",1573,0.26,2.635092
"NEW YORK (NEW) - A & P",3722,0,3.584632
"NEW YORK (NEW) - PATHMARK",3003,0.069256424,4.38628
"NEW YORK (NEW) - WALDBAUMS",1666,0,4.427371
"ROANOKE (NEW) - FOOD LION",2701,0.116136364,2.623473
"ROANOKE (NEW) - KROGER CO",4990,0.01978125,2.522645
"LOS ANGELES - LUCKY",24606,0.165,2.491831
"LOS ANGELES - RALPHS",6171,0.555,3.579809
"LOS ANGELES - VONS",17259,0.0455,2.745582
"CHICAGO - DOMINICK",6369,0.144,3.260794
"CHICAGO - JEWEL",12518,0,3.26402
"CHICAGO - OMNI",12794,0.815,2.022042
"HOUSTON - KROGER CO",8203,0,2.769475
"HOUSTON - RANDALLS",3894,0,3.676425
"PITTSBURGH - GIANT EAGLE",7207,0.2785,2.386846
"DETROIT - FARMER JACKS",21420,0.127672437,2.053455
"DETROIT - KROGER CO",10887,0.013938882,2.42739
"CLEVELAND - STOP N SHOP",6350,0.076051678,2.409449
"ST. LOUIS - NATIONAL SUPER",1699,0,3.369629
"ST. LOUIS - SCHNUCK MARKETS",34806,0.163056911,1.999971
"DALLAS/FT. WORTH - ALBERTSONS",3975,0,2.92
"DALLAS/FT. WORTH - KROGER CO",7334,0.058682664,2.42637
"DALLAS/FT. WORTH - TOM THUMB",6602,0.083,2.794456
"DALLAS/FT. WORTH - WINN DIXIE",1133,0.055035461,2.37158
"BOSTON - SHAWS",2529,0,2.436141
"BOSTON - STAR MARKET",674,0,3.143917
"BOSTON - STOP & SHOP",9113,0,2.67497
"SAN FRANCISCO - LUCKY",13610,0.277,2.799339
"TAMPA/ST. PETE - KASH N KARRY",3972,0.035930932,3.191339
"TAMPA/ST. PETE - PUBLIX",5182,0.144,2.737939
"TAMPA/ST. PETE - WINN DIXIE",5169,0.020697009,2.862643
"DENVER - KING SOOPERS INC",4580,0.0255,3.275328
"PHILADELPHIA - ACME MARKET",13061,0.315,2.653319
"ATLANTA - KROGER CO",6414,0.047421864,2.395229
"ATLANTA - WINN DIXIE",2969,0,2.706298
"CINCINNATI - KROGER CO",7268,0.222,2.667034
"INDIANAPOLIS - KROGER CO",3207,0,2.96227
"OKLAHOMA CITY - HOMELAND",3759,0.333761092,2.410482
"SACRAMENTO - RALEYS",1551,0.2785,3.853643
"SAN DIEGO - LUCKY",10573,0.338,2.433935
"SAN DIEGO - RALPHS",2021,0.313,3.585849
"SALT LAKE CITY - SMITHS FOOD",2042,0.68,3.053869
"PHOENIX - SAFEWAY",6237,0.57,3.093474
"PHOENIX - FRY'S FOOD STORE",1389,0.154,3.586753
"PHOENIX - SMITHS FOOD",1888,0.334,3.320445
"MIAMI - PUBLIX",10027,0.1465,2.620425
"MIAMI - WINN DIXIE",9402,0,2.5117
"NASHVILLE - KROGER CO",3475,0,2.718849
"RALEIGH/GREENSBORO - WINN DIXIE",2408,0.025781599,2.611711
"RALEIGH/GREENSBORO - FOOD LION",4201,0.051772115,2.424185
"ALBANY,NY - PRICE CHOPPER",3631,0.45,2.2206
"BALTI/WASH - GIANT FOOD INC",4454,0,3.80018
"BALTI/WASH - SAFEWAY",4518,0.058,4.120186
"BALTI/WASH - SUPER FRESH",4654,0,3.333262
"MILWAUKEE - KOHLS FOOD STORE",1755,0,3.135043
"NEW ORLEANS - WINN DIXIE",3411,0,2.793023
"BUFFALO/ROCHESTER - TOPS MARKETS",2661,0.081,3.217212
"BUFFALO/ROCHESTER - WEGMANS",4101,0.263,3.365764
"CHARLOTTE - BI LO",1601,0.134,2.387258
"CHARLOTTE - HARRIS TEETER",1843,0.018696286,2.463918
"CHARLOTTE - WINN DIXIE",3133,0.2515,2.333546
"CHARLOTTE - FOOD LION",4005,0.059560811,2.624969
"HARTFORD - STOP & SHOP",14277,0,3.141416
"JACKSONVILLE,FL - PUBLIX",1700,0.0925,2.731176
"JACKSONVILLE,FL - WINN DIXIE",4850,0,2.286598
"JACKSONVILLE,FL - FOOD LION",1041,0.118510636,2.415946
"LOUISVILLE - KROGER CO",2103,0.031284173,2.665716
"LOUISVILLE - WINN DIXIE",2371,0,2.391396
"RICHMOND/NORFOLK - FOOD LION",5951,0.094555874,2.552848
"RICHMOND/NORFOLK - NEW FARM FRESH",3240,0.104950187,2.83642
"COLUMBUS,OH - BIG BEAR",2504,0.051963442,2.516773
"COLUMBUS,OH - KROGER CO",4551,0.038,2.387168
"LITTLE ROCK - HARVEST FOODS",1920,0,2.681771
"WICHITA - DILLON COMPANIES",1244,0.194,3.694534
"SOUTH CAROLINA - BI LO",8258,0.381,2.386776
"SOUTH CAROLINA - FOOD LION",5137,0.027794297,2.464473
"SOUTH CAROLINA - WINN DIXIE",3917,0.226,2.387031
"ORLANDO,FL - PUBLIX",4919,0.029,2.717219
"ORLANDO,FL - WINN DIXIE",5387,0,2.409133
"ORLANDO,FL - FOOD LION",897,0.01785227,2.38573
"SYRACUSE - P & C FOOD MARKE",2834,0.26,2.242766
"SYRACUSE - PRICE CHOPPER",2801,0.42,2.222778
"SYRACUSE - WEGMANS",1233,0.431193101,3.475264
"NEW ENGLAND (NORTH) - SHOP N SAVE",8993,0.228,2.106527
"SAN ANT/CORPUS CHR - H E BUTT",17968,0.177,3.320013
"BIRMINGHAM/MONTGOM - BRUNOS",9497,0.041631678,2.38728
"BIRMINGHAM/MONTGOM - KROGER",1617,0,2.616574
"BIRMINGHAM/MONTGOM - WINN DIXIE",5318,0.160254364,2.261564
"HARRISBURG/SCRANTN - GIANT FOOD STO",2053,0.26,2.627375
"NEW YORK (NEW) - A & P",8778,0,2.653224
"NEW YORK (NEW) - PATHMARK",2978,0.131411916,4.386501
"NEW YORK (NEW) - WALDBAUMS",1078,0,4.512059
"ROANOKE (NEW) - FOOD LION",3352,0.024959905,2.47315
"ROANOKE (NEW) - KROGER CO",4982,0.018309821,2.46668
"LOS ANGELES - LUCKY",26664,0.2105,2.44967
"LOS ANGELES - RALPHS",5985,0.525,3.586967
"LOS ANGELES - VONS",7523,0.109,3.582613
"CHICAGO - DOMINICK",26996,0.816,2.38665
"CHICAGO - JEWEL",10687,0,3.259193
"CHICAGO - OMNI",9116,0.639,2.223782
"HOUSTON - KROGER CO",8439,0,2.76656
"HOUSTON - RANDALLS",4836,0.114666667,3.283912
"PITTSBURGH - GIANT EAGLE",3494,0.2785,3.324843
"DETROIT - FARMER JACKS",11005,0.060478555,2.446888
"DETROIT - KROGER CO",7199,0.013414663,2.544798
"CLEVELAND - STOP N SHOP",5369,0.080909814,2.444217
"ST. LOUIS - NATIONAL SUPER",6895,0.961,2.861349
"ST. LOUIS - SCHNUCK MARKETS",13428,0.031325581,2.386804
"DALLAS/FT. WORTH - ALBERTSONS",3533,0.119,3.452873
"DALLAS/FT. WORTH - KROGER CO",6480,0.121565226,2.467901
"DALLAS/FT. WORTH - TOM THUMB",2827,0,3.320481
"DALLAS/FT. WORTH - WINN DIXIE",2669,0.124385744,2.372799
"BOSTON - SHAWS",2114,0,2.440397
"BOSTON - STAR MARKET",786,0,3.124682
"BOSTON - STOP & SHOP",2734,0,2.578274
"SAN FRANCISCO - LUCKY",12980,0.236666667,2.842912
"TAMPA/ST. PETE - KASH N KARRY",3176,0.040231293,3.229219
"TAMPA/ST. PETE - PUBLIX",5048,0.0895,2.753764
"TAMPA/ST. PETE - WINN DIXIE",5316,0.021582938,2.698081
"DENVER - KING SOOPERS INC",4531,0.055,3.283381
"PHILADELPHIA - ACME MARKET",4448,0.1665,3.242581
"ATLANTA - KROGER CO",5470,0.046458057,2.490494
"ATLANTA - WINN DIXIE",2814,0,2.693674
"CINCINNATI - KROGER CO",6778,0.111,2.614931
"INDIANAPOLIS - KROGER CO",3001,0,2.950683
"OKLAHOMA CITY - HOMELAND",2506,0.202360414,2.403033
"SACRAMENTO - RALEYS",1705,0.2615,3.852786
"SAN DIEGO - LUCKY",10132,0.191,2.435748
"SAN DIEGO - RALPHS",1488,0.313,3.586022
"SALT LAKE CITY - SMITHS FOOD",1681,0.68,2.919096
"PHOENIX - SAFEWAY",4756,0.672,3.053196
"PHOENIX - FRY'S FOOD STORE",1522,0.155,3.587385
"PHOENIX - SMITHS FOOD",1470,0.639,2.652381
"MIAMI - PUBLIX",8889,0.058673469,2.63933
"MIAMI - WINN DIXIE",9054,0.0315,2.521206
"NASHVILLE - KROGER CO",4130,0.067,2.253269
"RALEIGH/GREENSBORO - WINN DIXIE",1901,0.019777396,2.548659
"RALEIGH/GREENSBORO - FOOD LION",4203,0.125,2.464668
"ALBANY,NY - PRICE CHOPPER",2951,0.1825,2.222636
"BALTI/WASH - GIANT FOOD INC",4537,0.044,3.78488
"BALTI/WASH - SAFEWAY",6880,0,2.919913
"BALTI/WASH - SUPER FRESH",1939,0,3.332646
"MILWAUKEE - KOHLS FOOD STORE",1612,0,3.156328
"NEW ORLEANS - WINN DIXIE",3680,0,2.783967
"BUFFALO/ROCHESTER - TOPS MARKETS",3116,0,3.209243
"BUFFALO/ROCHESTER - WEGMANS",29095,0.408033426,1.992164
"CHARLOTTE - BI LO",1814,0.134,2.38699
"CHARLOTTE - HARRIS TEETER",1582,0.0159375,2.487358
"CHARLOTTE - WINN DIXIE",2750,0.368,2.333455
"CHARLOTTE - FOOD LION",3975,0.120149418,2.449308
"HARTFORD - STOP & SHOP",2137,0,3.29387
"JACKSONVILLE,FL - PUBLIX",1681,0.102,2.735277
"JACKSONVILLE,FL - WINN DIXIE",5107,0.00393715,2.288428
"JACKSONVILLE,FL - FOOD LION",1016,0.153857648,2.384843
"LOUISVILLE - KROGER CO",2796,0.020358764,2.422747
"LOUISVILLE - WINN DIXIE",1605,0,2.359502
"RICHMOND/NORFOLK - FOOD LION",9456,0.333333333,2.412542
"RICHMOND/NORFOLK - NEW FARM FRESH",2942,0.058358446,2.808634
"COLUMBUS,OH - BIG BEAR",3064,0.1115,2.492167
"COLUMBUS,OH - KROGER CO",7373,0.114089672,2.386952
"LITTLE ROCK - HARVEST FOODS",2742,0,2.421225
"WICHITA - DILLON COMPANIES",1386,0.07,3.373016
"SOUTH CAROLINA - BI LO",8336,0.342,2.386756
"SOUTH CAROLINA - FOOD LION",5525,0.032651956,2.548054
"SOUTH CAROLINA - WINN DIXIE",3449,0.517,2.386779
"ORLANDO,FL - PUBLIX",5086,0.029,2.7151
"ORLANDO,FL - WINN DIXIE",5687,0.061356806,2.399508
"ORLANDO,FL - FOOD LION",824,0.025716892,2.376214
"SYRACUSE - P & C FOOD MARKE",1073,0,3.162162
"SYRACUSE - PRICE CHOPPER",2154,0.233,2.222841
"SYRACUSE - WEGMANS",8261,0.555511895,1.981479
"NEW ENGLAND (NORTH) - SHOP N SAVE",7374,0.227,2.106862
"SAN ANT/CORPUS CHR - H E BUTT",34811,0.506,2.653357
"BIRMINGHAM/MONTGOM - BRUNOS",9087,0.697,2.390888
"BIRMINGHAM/MONTGOM - KROGER",2043,0.215,2.268722
"BIRMINGHAM/MONTGOM - WINN DIXIE",5666,0.021671432,2.293682
"HARRISBURG/SCRANTN - GIANT FOOD STO",2142,0.702,2.624183
"NEW YORK (NEW) - A & P",11240,0,2.65347
"NEW YORK (NEW) - PATHMARK",3183,0.105,4.387056
"NEW YORK (NEW) - WALDBAUMS",1626,0,3.990775
"ROANOKE (NEW) - FOOD LION",3784,0.144161233,2.385835
"ROANOKE (NEW) - KROGER CO",5798,0.045416757,2.465333
"LOS ANGELES - LUCKY",14314,0.16,2.5204
"LOS ANGELES - RALPHS",7609,0.59,3.271915
"LOS ANGELES - VONS",6252,0.074,3.567818
"CHICAGO - DOMINICK",7622,0.486,3.18486
"CHICAGO - JEWEL",11164,0,3.267288
"CHICAGO - OMNI",10173,0.824,2.326059
"HOUSTON - KROGER CO",8206,0,2.762125
"HOUSTON - RANDALLS",5364,0.114333333,3.308352
"PITTSBURGH - GIANT EAGLE",9976,0.040750264,1.586608
"DETROIT - FARMER JACKS",11419,0.028959596,2.435502
"DETROIT - KROGER CO",6656,0.00850349,2.51863
"CLEVELAND - STOP N SHOP",4095,0.057016807,2.459341
"ST. LOUIS - NATIONAL SUPER",4824,0.495,2.99233
"ST. LOUIS - SCHNUCK MARKETS",10444,0.032876173,2.386729
"DALLAS/FT. WORTH - ALBERTSONS",3139,0,2.91972
"DALLAS/FT. WORTH - KROGER CO",4656,0.052097561,2.501503
"DALLAS/FT. WORTH - TOM THUMB",3144,0,3.319338
"DALLAS/FT. WORTH - WINN DIXIE",2824,0.144444867,2.373229
"BOSTON - SHAWS",2331,0,2.43329
"BOSTON - STAR MARKET",684,0,3.134503
"BOSTON - STOP & SHOP",2455,0,2.521792
"SAN FRANCISCO - LUCKY",8307,0.152666667,3.698567
"TAMPA/ST. PETE - KASH N KARRY",3639,0.037318397,3.175323
"TAMPA/ST. PETE - PUBLIX",4978,0.038,2.739454
"TAMPA/ST. PETE - WINN DIXIE",4667,0.026413565,2.640883
"DENVER - KING SOOPERS INC",9979,0.234,2.726125
"PHILADELPHIA - ACME MARKET",3969,0.113,3.42454
"ATLANTA - KROGER CO",6725,0.045056487,2.401338
"ATLANTA - WINN DIXIE",3563,0,2.696323
"CINCINNATI - KROGER CO",7216,0.221,2.574834
"INDIANAPOLIS - KROGER CO",3109,0,3.120296
"OKLAHOMA CITY - HOMELAND",2996,0.163508972,2.40721
"SACRAMENTO - RALEYS",1844,0.269,3.853037
"SAN DIEGO - LUCKY",7176,0.1915,2.92879
"SAN DIEGO - RALPHS",2052,0.313,3.273392
"SALT LAKE CITY - SMITHS FOOD",1820,0.552,2.91978
"PHOENIX - SAFEWAY",3972,0.703,3.053122
"PHOENIX - FRY'S FOOD STORE",1552,0.155,3.585696
"PHOENIX - SMITHS FOOD",2302,0.396,3.012598
"MIAMI - PUBLIX",9653,0.132142857,2.649228
"MIAMI - WINN DIXIE",7781,0.003819859,2.542347
"NASHVILLE - KROGER CO",4503,0.135,2.253387
"RALEIGH/GREENSBORO - WINN DIXIE",1882,0.040220604,2.618491
"RALEIGH/GREENSBORO - FOOD LION",4286,0.031507105,2.375408
"ALBANY,NY - PRICE CHOPPER",3332,0.2195,2.222389
"BALTI/WASH - GIANT FOOD INC",12946,0.044,3.053453
"BALTI/WASH - SAFEWAY",8783,0.0365,2.920301
"BALTI/WASH - SUPER FRESH",4886,0.104842105,3.332992
"MILWAUKEE - KOHLS FOOD STORE",1551,0,3.140554
